file_id,algorithm_name,variation_id,operation_label,crypto_type,xor_ops,shift_ops,add_ops,mul_ops,branch_ops,loop_ops,memory_access,bitwise_ops,entropy,bitFlipDensity,cyclomaticComplexity,basicBlocks,constantOccurrence,stringReferences,apiCalls,codeSize,dataSegmentSize,stackUsage,has_sbox,has_permutation,has_rounds,key_schedule,bitwise_heavy,arithmetic_heavy,is_proprietary
crypto_1_318,FibonacciCipher,318,Encryption,BlockCipher,55,20,23,28,20,17,30,12,3.2175,0.6380,16,66,32,5,9,1166,311,755,0,0,0,0,1,1,1
crypto_1_319,FibonacciCipher,319,Encryption,BlockCipher,18,37,42,16,19,23,67,53,3.6744,0.6390,33,69,33,6,7,615,328,774,0,0,0,0,1,1,1
crypto_1_320,FibonacciCipher,320,Encryption,BlockCipher,31,14,16,4,18,4,44,39,4.0583,0.6400,10,72,34,7,5,2112,345,793,0,0,0,0,1,0,1
crypto_1_321,FibonacciCipher,321,Encryption,BlockCipher,44,31,35,27,17,10,21,25,4.0208,0.6410,27,15,5,8,3,1561,362,812,0,0,0,0,1,1,1
crypto_1_322,FibonacciCipher,322,Encryption,BlockCipher,57,8,9,15,16,16,58,66,3.6011,0.6420,44,18,6,9,16,1010,379,831,0,0,0,0,1,0,1
crypto_1_323,FibonacciCipher,323,Encryption,BlockCipher,20,25,28,3,15,22,35,52,3.1895,0.6430,21,21,7,0,14,459,396,850,0,0,0,0,1,0,1
crypto_1_324,FibonacciCipher,324,Encryption,BlockCipher,33,42,47,26,14,3,72,38,3.1691,0.6440,38,24,8,1,12,1956,413,869,0,0,0,0,1,1,1
crypto_1_325,FibonacciCipher,325,Encryption,BlockCipher,46,19,21,14,13,9,49,24,3.5633,0.6450,15,27,9,2,10,1405,430,888,0,0,0,0,1,0,1
crypto_1_326,FibonacciCipher,326,Encryption,BlockCipher,59,36,40,37,12,15,26,65,4.0142,0.6460,32,30,10,3,8,854,447,139,0,0,0,0,1,1,1
crypto_1_327,FibonacciCipher,327,Encryption,BlockCipher,22,13,14,25,11,21,63,51,4.1119,0.6470,49,33,11,4,6,303,464,158,0,0,0,0,1,0,1
crypto_1_328,FibonacciCipher,328,Encryption,BlockCipher,35,30,33,13,10,2,40,37,3.7711,0.6480,26,36,12,5,4,1800,481,177,0,0,0,0,1,0,1
crypto_1_329,FibonacciCipher,329,Encryption,BlockCipher,48,7,52,36,9,8,17,23,3.3098,0.6490,43,39,13,6,17,1249,498,196,0,0,0,0,0,1,1
crypto_1_330,FibonacciCipher,330,Encryption,BlockCipher,11,24,26,24,8,14,54,64,3.1567,0.6500,20,42,14,7,15,698,515,215,0,0,0,0,1,0,1
crypto_1_331,FibonacciCipher,331,Encryption,BlockCipher,24,41,45,12,7,20,31,50,3.4571,0.6510,37,45,15,8,13,2195,532,234,0,0,0,0,1,1,1
crypto_1_332,FibonacciCipher,332,Encryption,BlockCipher,37,18,19,35,6,26,68,36,3.9395,0.6520,14,48,16,9,11,1644,549,253,0,0,0,0,1,1,1
crypto_1_333,FibonacciCipher,333,Encryption,BlockCipher,50,35,38,23,5,7,45,22,4.1649,0.6530,31,51,17,0,9,1093,566,272,0,0,0,0,1,1,1
crypto_1_334,FibonacciCipher,334,Encryption,BlockCipher,13,12,12,11,34,13,22,63,3.9307,0.6540,48,54,18,1,7,542,71,291,0,0,0,0,1,0,1
crypto_1_335,FibonacciCipher,335,Encryption,BlockCipher,26,29,31,34,33,19,59,49,3.4568,0.6550,25,57,19,2,5,2039,88,310,0,0,0,0,1,1,1
crypto_1_336,FibonacciCipher,336,Encryption,BlockCipher,39,6,50,22,32,25,36,35,3.1836,0.6560,42,60,20,3,3,1488,105,329,0,0,0,0,0,1,1
crypto_1_337,FibonacciCipher,337,Encryption,BlockCipher,52,23,24,10,31,6,73,21,3.3667,0.6570,19,63,21,4,16,937,122,348,0,0,0,0,1,0,1
crypto_1_338,FibonacciCipher,338,Encryption,BlockCipher,15,40,43,33,30,12,50,62,3.8425,0.6580,36,66,22,5,14,386,139,367,0,0,0,0,1,1,1
crypto_1_339,FibonacciCipher,339,Encryption,BlockCipher,28,17,17,21,29,18,27,48,4.1781,0.6590,13,69,23,6,12,1883,156,386,0,0,0,0,1,0,1
crypto_1_340,FibonacciCipher,340,Encryption,BlockCipher,41,34,36,9,28,24,64,34,4.0695,0.6600,30,72,24,7,10,1332,173,405,0,0,0,0,1,0,1
crypto_1_341,FibonacciCipher,341,Encryption,BlockCipher,54,11,10,32,27,5,41,20,3.6212,0.6610,47,15,25,8,8,781,190,424,0,0,0,0,1,0,1
crypto_1_342,FibonacciCipher,342,Encryption,BlockCipher,17,28,29,20,26,11,18,61,3.2500,0.6620,24,18,26,9,6,2278,207,443,0,0,0,0,1,0,1
crypto_1_343,FibonacciCipher,343,Encryption,BlockCipher,30,5,48,8,25,17,55,47,3.3016,0.6630,41,21,27,0,4,1727,224,462,0,0,0,0,1,1,1
crypto_1_344,FibonacciCipher,344,Encryption,BlockCipher,43,22,22,31,24,23,32,33,3.7334,0.6640,18,24,28,1,17,1176,241,481,0,0,0,0,1,1,1
crypto_1_345,FibonacciCipher,345,Encryption,BlockCipher,56,39,41,19,23,4,69,19,4.1528,0.6650,35,27,29,2,15,625,258,500,0,0,0,0,1,1,1
crypto_1_346,FibonacciCipher,346,Encryption,BlockCipher,19,16,15,7,22,10,46,60,4.1789,0.6660,12,30,30,3,13,2122,275,519,0,0,0,0,1,0,1
crypto_1_347,FibonacciCipher,347,Encryption,BlockCipher,32,33,34,30,21,16,23,46,3.7923,0.6670,29,33,31,4,11,1571,292,538,0,0,0,0,1,1,1
crypto_1_348,FibonacciCipher,348,Encryption,BlockCipher,45,10,8,18,20,22,60,32,3.3530,0.6680,46,36,32,5,9,1020,309,557,0,0,0,0,1,0,1
crypto_1_349,FibonacciCipher,349,Encryption,BlockCipher,58,27,27,6,19,3,37,18,3.2695,0.6690,23,39,33,6,7,469,326,576,0,0,0,0,1,0,1
crypto_1_350,FibonacciCipher,350,Encryption,BlockCipher,21,44,46,29,18,9,74,59,3.6232,0.6200,40,42,34,7,5,1966,343,595,0,0,0,0,1,1,1
crypto_1_351,FibonacciCipher,351,Encryption,BlockCipher,34,21,20,17,17,15,51,45,4.0934,0.6210,17,45,5,8,3,1415,360,614,0,0,0,0,1,0,1
crypto_1_352,FibonacciCipher,352,Encryption,BlockCipher,47,38,39,5,16,21,28,31,4.2526,0.6220,34,48,6,9,16,864,377,633,0,0,0,0,1,0,1
crypto_1_353,FibonacciCipher,353,Encryption,BlockCipher,10,15,13,28,15,2,65,17,3.9588,0.6230,11,51,7,0,14,313,394,652,0,0,0,0,0,0,1
crypto_1_354,FibonacciCipher,354,Encryption,BlockCipher,23,32,32,16,14,8,42,58,3.4869,0.6240,28,54,8,1,12,1810,411,671,0,0,0,0,1,0,1
crypto_1_355,FibonacciCipher,355,Encryption,BlockCipher,36,9,51,4,13,14,19,44,3.2752,0.6250,45,57,9,2,10,1259,428,690,0,0,0,0,1,1,1
crypto_1_356,FibonacciCipher,356,Encryption,BlockCipher,49,26,25,27,12,20,56,30,3.5231,0.6260,22,60,10,3,8,708,445,709,0,0,0,0,1,1,1
crypto_1_357,FibonacciCipher,357,Encryption,BlockCipher,12,43,44,15,11,26,33,16,4.0071,0.6270,39,63,11,4,6,2205,462,728,0,0,0,0,0,1,1
crypto_1_358,FibonacciCipher,358,Encryption,BlockCipher,25,20,18,3,10,7,70,57,4.2870,0.6280,16,66,12,5,4,1654,479,747,0,0,0,0,1,0,1
crypto_1_359,FibonacciCipher,359,Encryption,BlockCipher,38,37,37,26,9,13,47,43,4.1099,0.6290,33,69,13,6,17,1103,496,766,0,0,0,0,1,1,1
crypto_1_360,FibonacciCipher,360,Encryption,BlockCipher,51,14,11,14,8,19,24,29,3.6433,0.6300,10,72,14,7,15,552,513,785,0,0,0,0,1,0,1
crypto_1_361,FibonacciCipher,361,Encryption,BlockCipher,14,31,30,37,7,25,61,15,3.3208,0.6310,27,15,15,8,13,2049,530,804,0,0,0,0,0,1,1
crypto_1_362,FibonacciCipher,362,Encryption,BlockCipher,27,8,49,25,6,6,38,56,3.4435,0.6320,44,18,16,9,11,1498,547,823,0,0,0,0,1,1,1
crypto_1_363,FibonacciCipher,363,Encryption,BlockCipher,40,25,23,13,5,12,15,42,3.9031,0.6330,21,21,17,0,9,947,564,842,0,0,0,0,1,0,1
crypto_1_364,FibonacciCipher,364,Encryption,BlockCipher,53,42,42,36,34,18,52,28,4.2818,0.6340,38,24,18,1,7,396,69,861,0,0,0,0,1,1,1
crypto_1_365,FibonacciCipher,365,Encryption,BlockCipher,16,19,16,24,33,24,29,14,4.2359,0.6350,15,27,19,2,5,1893,86,880,0,0,0,0,0,0,1
crypto_1_366,FibonacciCipher,366,Encryption,BlockCipher,29,36,35,12,32,5,66,55,3.8122,0.6360,32,30,20,3,3,1342,103,131,0,0,0,0,1,0,1
crypto_1_367,FibonacciCipher,367,Encryption,BlockCipher,42,13,9,35,31,11,43,41,3.4049,0.6370,49,33,21,4,16,791,120,150,0,0,0,0,1,0,1
crypto_1_368,FibonacciCipher,368,Encryption,BlockCipher,55,30,28,23,30,17,20,27,3.3930,0.6380,26,36,22,5,14,2288,137,169,0,0,0,0,1,1,1
crypto_1_369,FibonacciCipher,369,Encryption,BlockCipher,18,7,47,11,29,23,57,13,3.7921,0.6390,43,39,23,6,12,1737,154,188,0,0,0,0,0,1,1
crypto_1_370,FibonacciCipher,370,Encryption,BlockCipher,31,24,21,34,28,4,34,54,4.2398,0.6400,20,42,24,7,10,1186,171,207,0,0,0,0,1,1,1
crypto_1_371,FibonacciCipher,371,Encryption,BlockCipher,44,41,40,22,27,10,71,40,4.3291,0.6410,37,45,25,8,8,635,188,226,0,0,0,0,1,1,1
crypto_1_372,FibonacciCipher,372,Encryption,BlockCipher,57,18,14,10,26,16,48,26,3.9826,0.6420,14,48,26,9,6,2132,205,245,0,0,0,0,1,0,1
crypto_1_373,FibonacciCipher,373,Encryption,BlockCipher,20,35,33,33,25,22,25,12,3.5233,0.6430,31,51,27,0,4,1581,222,264,0,0,0,0,0,1,1
crypto_1_374,FibonacciCipher,374,Encryption,BlockCipher,33,12,52,21,24,3,62,53,3.3782,0.6440,48,54,28,1,17,1030,239,283,0,0,0,0,1,1,1
crypto_1_375,FibonacciCipher,375,Encryption,BlockCipher,46,29,26,9,23,9,39,39,3.6853,0.6450,25,57,29,2,15,479,256,302,0,0,0,0,1,0,1
crypto_1_376,FibonacciCipher,376,Encryption,BlockCipher,59,6,45,32,22,15,16,25,4.1668,0.6460,42,60,30,3,13,1976,273,321,0,0,0,0,1,1,1
crypto_1_377,FibonacciCipher,377,Encryption,BlockCipher,22,23,19,20,21,21,53,66,4.3846,0.6470,19,63,31,4,11,1425,290,340,0,0,0,0,1,0,1
crypto_1_378,FibonacciCipher,378,Encryption,BlockCipher,35,40,38,8,20,2,30,52,4.1431,0.6480,36,66,32,5,9,874,307,359,0,0,0,0,1,0,1
crypto_1_379,FibonacciCipher,379,Encryption,BlockCipher,48,17,12,31,19,8,67,38,3.6689,0.6490,13,69,33,6,7,323,324,378,0,0,0,0,1,0,1
crypto_1_380,FibonacciCipher,380,Encryption,BlockCipher,11,34,31,19,18,14,44,24,3.4026,0.6500,30,72,34,7,5,1820,341,397,0,0,0,0,0,0,1
crypto_1_381,FibonacciCipher,381,Encryption,BlockCipher,24,11,50,7,17,20,21,65,3.5936,0.6510,47,15,5,8,3,1269,358,416,0,0,0,0,1,1,1
crypto_1_382,FibonacciCipher,382,Encryption,BlockCipher,37,28,24,30,16,26,58,51,4.0709,0.6520,24,18,6,9,16,718,375,435,0,0,0,0,1,1,1
crypto_1_383,FibonacciCipher,383,Encryption,BlockCipher,50,5,43,18,15,7,35,37,4.4003,0.6530,41,21,7,0,14,2215,392,454,0,0,0,0,1,1,1
crypto_1_384,FibonacciCipher,384,Encryption,BlockCipher,13,22,17,6,14,13,72,23,4.2835,0.6540,18,24,8,1,12,1664,409,473,0,0,0,0,0,0,1
crypto_1_385,FibonacciCipher,385,Encryption,BlockCipher,26,39,36,29,13,19,49,64,3.8325,0.6550,35,27,9,2,10,1113,426,492,0,0,0,0,1,1,1
crypto_1_386,FibonacciCipher,386,Encryption,BlockCipher,39,16,10,17,12,25,26,50,3.4666,0.6560,12,30,10,3,8,562,443,511,0,0,0,0,1,0,1
crypto_1_387,FibonacciCipher,387,Encryption,BlockCipher,52,33,29,5,11,6,63,36,3.5267,0.6570,29,33,11,4,6,2059,460,530,0,0,0,0,1,0,1
crypto_1_388,FibonacciCipher,388,Encryption,BlockCipher,15,10,48,28,10,12,40,22,3.9622,0.6580,46,36,12,5,4,1508,477,549,0,0,0,0,0,1,1
crypto_1_389,FibonacciCipher,389,Encryption,BlockCipher,28,27,22,16,9,18,17,63,4.3773,0.6590,23,39,13,6,17,957,494,568,0,0,0,0,1,0,1
crypto_1_390,FibonacciCipher,390,Encryption,BlockCipher,41,44,41,4,8,24,54,49,4.3950,0.6600,40,42,14,7,15,406,511,587,0,0,0,0,1,0,1
crypto_1_391,FibonacciCipher,391,Encryption,BlockCipher,54,21,15,27,7,5,31,35,4.0035,0.6610,17,45,15,8,13,1903,528,606,0,0,0,0,1,0,1
crypto_1_392,FibonacciCipher,392,Encryption,BlockCipher,17,38,34,15,6,11,68,21,3.5675,0.6620,34,48,16,9,11,1352,545,625,0,0,0,0,0,0,1
crypto_1_393,FibonacciCipher,393,Encryption,BlockCipher,30,15,8,3,5,17,45,62,3.4923,0.6630,11,51,17,0,9,801,562,644,0,0,0,0,1,0,1
crypto_1_394,FibonacciCipher,394,Encryption,BlockCipher,43,32,27,26,34,23,22,48,3.8517,0.6640,28,54,18,1,7,2298,67,663,0,0,0,0,1,1,1
crypto_1_395,FibonacciCipher,395,Encryption,BlockCipher,56,9,46,14,33,4,59,34,4.3199,0.6650,45,57,19,2,5,1747,84,682,0,0,0,0,1,1,1
crypto_1_396,FibonacciCipher,396,Encryption,BlockCipher,19,26,20,37,32,10,36,20,4.4710,0.6660,22,60,20,3,3,1196,101,701,0,0,0,0,0,1,1
crypto_1_397,FibonacciCipher,397,Encryption,BlockCipher,32,43,39,25,31,16,73,61,4.1706,0.6670,39,63,21,4,16,645,118,720,0,0,0,0,1,1,1
crypto_1_398,FibonacciCipher,398,Encryption,BlockCipher,45,20,13,13,30,22,50,47,3.6996,0.6680,16,66,22,5,14,2142,135,739,0,0,0,0,1,0,1
crypto_1_399,FibonacciCipher,399,Encryption,BlockCipher,58,37,32,36,29,3,27,33,3.4956,0.6690,33,69,23,6,12,1591,152,758,0,0,0,0,1,1,1
crypto_1_400,FibonacciCipher,400,Encryption,BlockCipher,21,14,51,24,28,9,64,19,3.2507,0.6200,10,72,24,7,10,1040,169,777,0,0,0,0,0,1,1
crypto_1_401,FibonacciCipher,401,Encryption,BlockCipher,34,31,25,12,27,15,41,60,3.7350,0.6210,27,15,25,8,8,489,186,796,0,0,0,0,1,0,1
crypto_1_402,FibonacciCipher,402,Encryption,BlockCipher,47,8,44,35,26,21,18,46,4.0079,0.6220,44,18,26,9,6,1986,203,815,0,0,0,0,1,1,1
crypto_1_403,FibonacciCipher,403,Encryption,BlockCipher,10,25,18,23,25,2,55,32,3.8230,0.6230,21,21,27,0,4,1435,220,834,0,0,0,0,0,0,1
crypto_1_404,FibonacciCipher,404,Encryption,BlockCipher,23,42,37,11,24,8,32,18,3.3549,0.6240,38,24,28,1,17,884,237,853,0,0,0,0,1,0,1
crypto_1_405,FibonacciCipher,405,Encryption,BlockCipher,36,19,11,34,23,14,69,59,3.0387,0.6250,15,27,29,2,15,333,254,872,0,0,0,0,1,0,1
crypto_1_406,FibonacciCipher,406,Encryption,BlockCipher,49,36,30,22,22,20,46,45,3.1695,0.6260,32,30,30,3,13,1830,271,891,0,0,0,0,1,1,1
crypto_1_407,FibonacciCipher,407,Encryption,BlockCipher,12,13,49,10,21,26,23,31,3.6318,0.6270,49,33,31,4,11,1279,288,142,0,0,0,0,0,1,1
crypto_1_408,FibonacciCipher,408,Encryption,BlockCipher,25,30,23,33,20,7,60,17,4.0051,0.6280,26,36,32,5,9,728,305,161,0,0,0,0,0,1,1
crypto_1_409,FibonacciCipher,409,Encryption,BlockCipher,38,7,42,21,19,13,37,58,3.9508,0.6290,43,39,33,6,7,2225,322,180,0,0,0,0,1,1,1
crypto_1_410,FibonacciCipher,410,Encryption,BlockCipher,51,24,16,9,18,19,74,44,3.5234,0.6300,20,42,34,7,5,1674,339,199,0,0,0,0,1,0,1
crypto_1_411,FibonacciCipher,411,Encryption,BlockCipher,14,41,35,32,17,25,51,30,3.1205,0.6310,37,45,5,8,3,1123,356,218,0,0,0,0,1,1,1
crypto_1_412,FibonacciCipher,412,Encryption,BlockCipher,27,18,9,20,16,6,28,16,3.1171,0.6320,14,48,6,9,16,572,373,237,0,0,0,0,0,0,1
crypto_1_413,FibonacciCipher,413,Encryption,BlockCipher,40,35,28,8,15,12,65,57,3.5209,0.6330,31,51,7,0,14,2069,390,256,0,0,0,0,1,0,1
crypto_1_414,FibonacciCipher,414,Encryption,BlockCipher,53,12,47,31,14,18,42,43,3.9653,0.6340,48,54,8,1,12,1518,407,275,0,0,0,0,1,1,1
crypto_1_415,FibonacciCipher,415,Encryption,BlockCipher,16,29,21,19,13,24,19,29,4.0462,0.6350,25,57,9,2,10,967,424,294,0,0,0,0,0,0,1
crypto_1_416,FibonacciCipher,416,Encryption,BlockCipher,29,6,40,7,12,5,56,15,3.6940,0.6360,42,60,10,3,8,416,441,313,0,0,0,0,0,0,1
crypto_1_417,FibonacciCipher,417,Encryption,BlockCipher,42,23,14,30,11,11,33,56,3.2369,0.6370,19,63,11,4,6,1913,458,332,0,0,0,0,1,0,1
crypto_1_418,FibonacciCipher,418,Encryption,BlockCipher,55,40,33,18,10,17,70,42,3.0999,0.6380,36,66,12,5,4,1362,475,351,0,0,0,0,1,1,1
crypto_1_419,FibonacciCipher,419,Encryption,BlockCipher,18,17,52,6,9,23,47,28,3.4135,0.6390,13,69,13,6,17,811,492,370,0,0,0,0,0,1,1
crypto_1_420,FibonacciCipher,420,Encryption,BlockCipher,31,34,26,29,8,4,24,14,3.8940,0.6400,30,72,14,7,15,260,509,389,0,0,0,0,0,1,1
crypto_1_421,FibonacciCipher,421,Encryption,BlockCipher,44,11,45,17,7,10,61,55,4.1042,0.6410,47,15,15,8,13,1757,526,408,0,0,0,0,1,1,1
crypto_1_422,FibonacciCipher,422,Encryption,BlockCipher,57,28,19,5,6,16,38,41,3.8554,0.6420,24,18,16,9,11,1206,543,427,0,0,0,0,1,0,1
crypto_1_423,FibonacciCipher,423,Encryption,BlockCipher,20,5,38,28,5,22,15,27,3.3811,0.6430,41,21,17,0,9,655,560,446,0,0,0,0,0,1,1
crypto_1_424,FibonacciCipher,424,Encryption,BlockCipher,33,22,12,16,34,3,52,13,3.1218,0.6440,18,24,18,1,7,2152,65,465,0,0,0,0,0,0,1
crypto_1_425,FibonacciCipher,425,Encryption,BlockCipher,46,39,31,4,33,9,29,54,3.3205,0.6450,35,27,19,2,5,1601,82,484,0,0,0,0,1,0,1
crypto_1_426,FibonacciCipher,426,Encryption,BlockCipher,59,16,50,27,32,15,66,40,3.7992,0.6460,12,30,20,3,3,1050,99,503,0,0,0,0,1,1,1
crypto_1_427,FibonacciCipher,427,Encryption,BlockCipher,22,33,24,15,31,21,43,26,4.1223,0.6470,29,33,21,4,16,499,116,522,0,0,0,0,1,0,1
crypto_1_428,FibonacciCipher,428,Encryption,BlockCipher,35,10,43,3,30,2,20,12,3.9974,0.6480,46,36,22,5,14,1996,133,541,0,0,0,0,0,0,1
crypto_1_429,FibonacciCipher,429,Encryption,BlockCipher,48,27,17,26,29,8,57,53,3.5439,0.6490,23,39,23,6,12,1445,150,560,0,0,0,0,1,0,1
crypto_1_430,FibonacciCipher,430,Encryption,BlockCipher,11,44,36,14,28,14,34,39,3.1833,0.6500,40,42,24,7,10,894,167,579,0,0,0,0,1,0,1
crypto_1_431,FibonacciCipher,431,Encryption,BlockCipher,24,21,10,37,27,20,71,25,3.2518,0.6510,17,45,25,8,8,343,184,598,0,0,0,0,0,0,1
crypto_1_432,FibonacciCipher,432,Encryption,BlockCipher,37,38,29,25,26,26,48,66,3.6910,0.6520,34,48,26,9,6,1840,201,617,0,0,0,0,1,1,1
crypto_1_433,FibonacciCipher,433,Encryption,BlockCipher,50,15,48,13,25,7,25,52,4.1017,0.6530,11,51,27,0,4,1289,218,636,0,0,0,0,1,1,1
crypto_1_434,FibonacciCipher,434,Encryption,BlockCipher,13,32,22,36,24,13,62,38,4.1109,0.6540,28,54,28,1,17,738,235,655,0,0,0,0,1,1,1
crypto_1_435,FibonacciCipher,435,Encryption,BlockCipher,26,9,41,24,23,19,39,24,3.7147,0.6550,45,57,29,2,15,2235,252,674,0,0,0,0,0,1,1
crypto_1_436,FibonacciCipher,436,Encryption,BlockCipher,39,26,15,12,22,25,16,65,3.2820,0.6560,22,60,30,3,13,1684,269,693,0,0,0,0,1,0,1
crypto_1_437,FibonacciCipher,437,Encryption,BlockCipher,52,43,34,35,21,6,53,51,3.2153,0.6570,39,63,31,4,11,1133,286,712,0,0,0,0,1,1,1
crypto_1_438,FibonacciCipher,438,Encryption,BlockCipher,15,20,8,23,20,12,30,37,3.5804,0.6580,16,66,32,5,9,582,303,731,0,0,0,0,0,0,1
crypto_1_439,FibonacciCipher,439,Encryption,BlockCipher,28,37,27,11,19,18,67,23,4.0463,0.6590,33,69,33,6,7,2079,320,750,0,0,0,0,1,0,1
crypto_1_440,FibonacciCipher,440,Encryption,BlockCipher,41,14,46,34,18,24,44,64,4.1892,0.6600,10,72,34,7,5,1528,337,769,0,0,0,0,1,1,1
crypto_1_441,FibonacciCipher,441,Encryption,BlockCipher,54,31,20,22,17,5,21,50,3.8824,0.6610,27,15,5,8,3,977,354,788,0,0,0,0,1,0,1
crypto_1_442,FibonacciCipher,442,Encryption,BlockCipher,17,8,39,10,16,11,58,36,3.4125,0.6620,44,18,6,9,16,426,371,807,0,0,0,0,0,0,1
crypto_1_443,FibonacciCipher,443,Encryption,BlockCipher,30,25,13,33,15,17,35,22,3.2161,0.6630,21,21,7,0,14,1923,388,826,0,0,0,0,0,0,1
crypto_1_444,FibonacciCipher,444,Encryption,BlockCipher,43,42,32,21,14,23,72,63,3.4784,0.6640,38,24,8,1,12,1372,405,845,0,0,0,0,1,1,1
crypto_1_445,FibonacciCipher,445,Encryption,BlockCipher,56,19,51,9,13,4,49,49,3.9628,0.6650,15,27,9,2,10,821,422,864,0,0,0,0,1,1,1
crypto_1_446,FibonacciCipher,446,Encryption,BlockCipher,19,36,25,32,12,10,26,35,4.2286,0.6660,32,30,10,3,8,270,439,883,0,0,0,0,1,1,1
crypto_1_447,FibonacciCipher,447,Encryption,BlockCipher,32,13,44,20,11,16,63,21,4.0359,0.6670,49,33,11,4,6,1767,456,134,0,0,0,0,0,1,1
crypto_1_448,FibonacciCipher,448,Encryption,BlockCipher,45,30,18,8,10,22,40,62,3.5666,0.6680,26,36,12,5,4,1216,473,153,0,0,0,0,1,0,1
crypto_1_449,FibonacciCipher,449,Encryption,BlockCipher,58,7,37,31,9,3,17,48,3.2567,0.6690,43,39,13,6,17,665,490,172,0,0,0,0,1,1,1
crypto_1_450,FibonacciCipher,450,Encryption,BlockCipher,21,24,11,19,8,9,54,34,3.3957,0.6200,20,42,14,7,15,2162,507,191,0,0,0,0,0,0,1
crypto_1_451,FibonacciCipher,451,Encryption,BlockCipher,34,41,30,7,7,15,31,20,3.8605,0.6210,37,45,15,8,13,1611,524,210,0,0,0,0,1,0,1
crypto_1_452,FibonacciCipher,452,Encryption,BlockCipher,47,18,49,30,6,21,68,61,4.2283,0.6220,14,48,16,9,11,1060,541,229,0,0,0,0,1,1,1
crypto_1_453,FibonacciCipher,453,Encryption,BlockCipher,10,35,23,18,5,2,45,47,4.1655,0.6230,31,51,17,0,9,509,558,248,0,0,0,0,1,0,1
crypto_1_454,FibonacciCipher,454,Encryption,BlockCipher,23,12,42,6,34,8,22,33,3.7345,0.6240,48,54,18,1,7,2006,575,267,0,0,0,0,0,0,1
crypto_1_455,FibonacciCipher,455,Encryption,BlockCipher,36,29,16,29,33,14,59,19,3.3362,0.6250,25,57,19,2,5,1455,80,286,0,0,0,0,1,0,1
crypto_1_456,FibonacciCipher,456,Encryption,BlockCipher,49,6,35,17,32,20,36,60,3.3412,0.6260,42,60,20,3,3,904,97,305,0,0,0,0,1,1,1
crypto_1_457,FibonacciCipher,457,Encryption,BlockCipher,12,23,9,5,31,26,73,46,3.7497,0.6270,19,63,21,4,16,353,114,324,0,0,0,0,1,0,1
crypto_1_458,FibonacciCipher,458,Encryption,BlockCipher,25,40,28,28,30,7,50,32,4.1906,0.6280,36,66,22,5,14,1850,131,343,0,0,0,0,1,1,1
crypto_1_459,FibonacciCipher,459,Encryption,BlockCipher,38,17,47,16,29,13,27,18,4.2632,0.6290,13,69,23,6,12,1299,148,362,0,0,0,0,0,1,1
crypto_1_460,FibonacciCipher,460,Encryption,BlockCipher,51,34,21,4,28,19,64,59,3.9053,0.6300,30,72,24,7,10,748,165,381,0,0,0,0,1,0,1
crypto_1_461,FibonacciCipher,461,Encryption,BlockCipher,14,11,40,27,27,25,41,45,3.4506,0.6310,47,15,25,8,8,2245,182,400,0,0,0,0,0,1,1
crypto_1_462,FibonacciCipher,462,Encryption,BlockCipher,27,28,14,15,26,6,18,31,3.3217,0.6320,24,18,26,9,6,1694,199,419,0,0,0,0,1,0,1
crypto_1_463,FibonacciCipher,463,Encryption,BlockCipher,40,5,33,3,25,12,55,17,3.6418,0.6330,41,21,27,0,4,1143,216,438,0,0,0,0,0,0,1
crypto_1_464,FibonacciCipher,464,Encryption,BlockCipher,53,22,52,26,24,18,32,58,4.1211,0.6340,18,24,28,1,17,592,233,457,0,0,0,0,1,1,1
crypto_1_465,FibonacciCipher,465,Encryption,BlockCipher,16,39,26,14,23,24,69,44,4.3236,0.6350,35,27,29,2,15,2089,250,476,0,0,0,0,1,0,1
crypto_1_466,FibonacciCipher,466,Encryption,BlockCipher,29,16,45,37,22,5,46,30,4.0677,0.6360,12,30,30,3,13,1538,267,495,0,0,0,0,0,1,1
crypto_1_467,FibonacciCipher,467,Encryption,BlockCipher,42,33,19,25,21,11,23,16,3.5933,0.6370,29,33,31,4,11,987,284,514,0,0,0,0,1,0,1
crypto_1_468,FibonacciCipher,468,Encryption,BlockCipher,55,10,38,13,20,17,60,57,3.3411,0.6380,46,36,32,5,9,436,301,533,0,0,0,0,1,1,1
crypto_1_469,FibonacciCipher,469,Encryption,BlockCipher,18,27,12,36,19,23,37,43,3.5476,0.6390,23,39,33,6,7,1933,318,552,0,0,0,0,1,0,1
crypto_1_470,FibonacciCipher,470,Encryption,BlockCipher,31,44,31,24,18,4,74,29,4.0275,0.6400,40,42,34,7,5,1382,335,571,0,0,0,0,1,1,1
crypto_1_471,FibonacciCipher,471,Encryption,BlockCipher,44,21,50,12,17,10,51,15,4.3442,0.6410,17,45,5,8,3,831,352,590,0,0,0,0,0,1,1
crypto_1_472,FibonacciCipher,472,Encryption,BlockCipher,57,38,24,35,16,16,28,56,4.2111,0.6420,34,48,6,9,16,280,369,609,0,0,0,0,1,1,1
crypto_1_473,FibonacciCipher,473,Encryption,BlockCipher,20,15,43,23,15,22,65,42,3.7552,0.6430,11,51,7,0,14,1777,386,628,0,0,0,0,0,1,1
crypto_1_474,FibonacciCipher,474,Encryption,BlockCipher,33,32,17,11,14,3,42,28,3.4002,0.6440,28,54,8,1,12,1226,403,647,0,0,0,0,1,0,1
